ngsl_rank,ngsl_band,term,phonetic,definition_vi,part_of_speech,all_pos,level,track,is_function_word,family_size,word_family,needs_review
2053,3000,port,/pɔːrt/,"cảng, hải cảng, cửa khẩu",Noun,Noun|Verb,B2,Adult,0,4,ports ported porting,0
2054,3000,pitch,/pɪtʃ/,"sân đấu; cao độ âm thanh, lời chào hàng",Noun,Noun|Verb,B2,Adult,0,4,pitches pitched pitching,1
2055,3000,arrival,/ərˈaɪvəl/,"sự đến, sự tới nơi, người mới đến",Noun,Noun,B2,Adult,0,2,arrivals,0
2056,3000,contemporary,/kənˈtɛmpərˌɛri/,"đương đại, cùng thời, hiện đại",Adjective,Adjective|Noun,B2,Adult,0,2,contemporaries,0
2057,3000,gate,/ɡeɪt/,"cổng, cửa, cửa lên máy bay",Noun,Noun|Verb,B2,Adult,0,4,gates gated gating,0
2058,3000,ease,/iːz/,"sự dễ dàng, sự thoải mái",Noun,Noun|Verb,B2,Adult,0,4,eases eased easing,0
2059,3000,beer,/bɪr/,"bia, rượu bia, cốc bia",Noun,Noun,B2,Adult,0,2,beers,0
2060,3000,specialist,/ˈspɛʃələst/,"chuyên gia, chuyên viên, bác sĩ chuyên khoa",Noun,Noun,B2,Adult,0,2,specialists,0
2061,3000,assure,/əˈʃʊr/,"cam đoan, đảm bảo, khẳng định chắc chắn",Verb,Verb,B2,Adult,0,4,assures assured assuring,0
2062,3000,profile,/ˈproʊˌfaɪl/,"hồ sơ cá nhân, lý lịch; mặt nghiêng",Noun,Noun|Verb,B2,Adult,0,5,profiles profiled profiling profilings,1
2063,3000,mood,/muːd/,"tâm trạng, tâm tính, khí sắc",Noun,Noun,B2,Adult,0,2,moods,0
2064,3000,episode,/ˈɛpəˌsoʊd/,"tập phim, đoạn, sự việc",Noun,Noun,B2,Adult,0,2,episodes,0
2065,3000,crack,/kræk/,"nứt, rạn nứt, làm vỡ, bẻ gãy",Verb,Adjective|Verb,B2,Adult,0,4,cracks cracked cracking,0
2066,3000,numerous,/ˈnuːmərəs/,"nhiều, đông đảo, vô số",Adjective,Adjective,B2,Adult,0,1,,0
2067,3000,submit,/səbˈmɪt/,"nộp, đệ trình, phục tùng",Verb,Verb,B2,Adult,0,4,submits submitted submitting,0
2068,3000,symptom,/ˈsɪmptəm/,"triệu chứng, dấu hiệu bệnh",Noun,Noun,B2,Adult,0,2,symptoms,0
2069,3000,virtually,/ˈvɜːrtʃuəli/,"hầu như, gần như, thực tế là",Adverb,Adverb,B2,Adult,0,1,,0
2070,3000,era,/ˈɛrə/,"thời đại, kỷ nguyên, thời kỳ",Noun,Noun,B2,Adult,0,2,eras,0
2071,3000,coverage,/ˈkʌvərədʒ/,"sự đưa tin, phạm vi bao phủ, mức bảo hiểm",Noun,Noun,B2,Adult,0,1,,0
2072,3000,tension,/ˈtɛnʃən/,"sự căng thẳng, độ căng, mối căng thẳng",Noun,Noun,B2,Adult,0,4,tensions tensioned tensioning,0
2073,3000,cable,/ˈkeɪbəl/,"dây cáp, cáp điện, truyền hình cáp",Noun,Noun|Verb,B2,Adult,0,4,cables cabled cabling,0
2074,3000,sensitive,/ˈsɛnsətɪv/,"nhạy cảm, dễ xúc động, tế nhị",Adjective,Adjective|Noun,B2,Adult,0,1,,0
2075,3000,nervous,/ˈnɜːrvəs/,"lo lắng, hồi hộp, bồn chồn",Adjective,Adjective,B2,Adult,0,1,,0
2076,3000,input,/ˈɪnˌpʊt/,"đầu vào, dữ liệu nhập, ý kiến đóng góp",Noun,Noun|Verb,B2,Adult,0,4,inputs inputted inputting,0
2077,3000,isolate,/ˈaɪsəˌleɪt/,"cô lập, tách riêng, cách ly",Verb,Verb,B2,Adult,0,4,isolates isolated isolating,0
2078,3000,prisoner,/ˈprɪzənər/,"tù nhân, người tù, tù binh",Noun,Noun,B2,Adult,0,2,prisoners,0
2079,3000,eliminate,/ɪˈlɪməˌneɪt/,"loại bỏ, loại trừ, xóa bỏ",Verb,Verb,B2,Adult,0,4,eliminates eliminated eliminating,0
2080,3000,tight,/taɪt/,"chặt, chật, căng, khít",Adjective,Adjective|Adverb,B2,Adult,0,3,tighter tightest,0
2081,3000,wet,/wɛt/,"ướt, ẩm ướt, đẫm nước",Adjective,Adjective|Noun|Verb,B2,Adult,0,6,wets wetted wetting wetter wettest,0
2082,3000,secondary,/ˈsɛkənˌdɛri/,"thứ cấp, phụ, thuộc bậc trung học",Adjective,Adjective|Noun,B2,Adult,0,1,,0
2083,3000,welfare,/ˈwɛlˌfɛr/,"phúc lợi, trợ cấp xã hội, sự an sinh",Noun,Noun,B2,Adult,0,2,welfares,0
2084,3000,recruit,/rəˈkruːt/,"tuyển dụng, tuyển mộ, chiêu mộ",Verb,Noun|Verb,B2,Adult,0,4,recruits recruited recruiting,0
2085,3000,exclude,/ɪksˈkluːd/,"loại trừ, không tính đến, gạt ra",Verb,Verb,B2,Adult,0,4,excludes excluded excluding,0
2086,3000,string,/strɪŋ/,"dây, sợi dây, chuỗi",Noun,Noun|Verb,B2,Adult,0,4,strings strung stringing,0
2087,3000,cloud,/klaʊd/,"đám mây, mây trời, làn mây",Noun,Noun|Verb,B2,Adult,0,4,clouds clouded clouding,0
2088,3000,persuade,/pərˈsweɪd/,"thuyết phục, khuyên nhủ",Verb,Verb,B2,Adult,0,4,persuades persuaded persuading,0
2089,3000,inspire,/ˌɪnˈspaɪr/,"truyền cảm hứng, khơi nguồn, gợi hứng",Verb,Verb,B2,Adult,0,4,inspires inspired inspiring,0
2090,3000,grand,/ɡrænd/,"hoành tráng, lớn, trọng đại",Adjective,Adjective|Noun,B2,Adult,0,3,grander grandest,0
2091,3000,hence,/hɛns/,"do đó, vì vậy, từ đó",Adverb,Adverb,B2,Adult,0,1,,0
2092,3000,crew,/kruː/,"đội, tổ, phi hành đoàn",Noun,Noun,B2,Adult,0,4,crews crewed crewing,0
2093,3000,phenomenon,/fəˈnɑːməˌnɑːn/,"hiện tượng, sự việc kỳ lạ",Noun,Noun,B2,Adult,0,2,phenomena,0
2094,3000,pupil,/ˈpjuːpəl/,"học sinh, con ngươi mắt",Noun,Noun,B2,Adult,0,2,pupils,0
2095,3000,false,/fɔːls/,"sai, giả, không đúng",Adjective,Adjective|Adverb,B2,Adult,0,3,falser falsest,0
2096,3000,assist,/əˈsɪst/,"giúp đỡ, hỗ trợ, trợ giúp",Verb,Verb,B2,Adult,0,4,assists assisted assisting,0
2097,3000,restore,/rɪˈstɔːr/,"khôi phục, phục hồi, trùng tu",Verb,Verb,B2,Adult,0,4,restores restored restoring,0
2098,3000,formula,/ˈfɔːrmjələ/,"công thức, phương thức, sữa bột trẻ em",Noun,Noun,B2,Adult,0,3,formulas formulae,0
2099,3000,alter,/ˈɔːltər/,"thay đổi, sửa đổi, biến đổi",Verb,Verb,B2,Adult,0,4,alters altered altering,0
2100,3000,perceive,/pərˈsiːv/,"nhận thức, cảm nhận, coi là",Verb,Verb,B2,Adult,0,4,perceives perceived perceiving,0
2101,3000,routine,/ruˈtiːn/,"thói quen hằng ngày, nếp sinh hoạt",Noun,Noun,B2,Adult,0,2,routines,0
2102,3000,sink,/sɪŋk/,"chìm, đắm, lún xuống",Verb,Noun|Verb,B2,Adult,0,5,sinks sank sinking sunk,0
2103,3000,stare,/stɛr/,"nhìn chằm chằm, nhìn trân trối",Verb,Noun|Verb,B2,Adult,0,4,stares stared staring,0
2104,3000,anymore,/ˌɛniˈmɔːr/,"nữa, không còn nữa",Adverb,Adverb,B2,Adult,0,1,,0
2105,3000,hero,/ˈhɪroʊ/,"anh hùng, nhân vật chính, người hùng",Noun,Noun,B2,Adult,0,2,heroes,0
2106,3000,supporter,/səˈpɔːrtər/,"người ủng hộ, cổ động viên",Noun,Noun,B2,Adult,0,2,supporters,0
2107,3000,convert,/ˈkɑːnvərt/,"chuyển đổi, biến đổi, đổi sang",Verb,Noun|Verb,B2,Adult,0,4,converts converted converting,0
2108,3000,steady,/ˈstɛdi/,"vững vàng, ổn định, đều đặn",Adjective,Adjective|Verb|Noun,B2,Adult,0,6,steadies steadied steadying steadier steadiest,0
2109,3000,meter,/ˈmiːtər/,"mét; đồng hồ đo, công tơ",Noun,Noun,B2,Adult,0,6,meters metered metering metre metres,1
2110,3000,truck,/trʌk/,"xe tải, xe vận tải",Noun,Noun|Verb,B2,Adult,0,4,trucks trucked trucking,0
2111,3000,nose,/noʊz/,"mũi, chóp mũi, đầu mũi",Noun,Noun|Verb,B2,Adult,0,4,noses nosed nosing,0
2112,3000,beside,/bɪˈsaɪd/,"bên cạnh, kế bên, ở cạnh",Preposition,Preposition,B2,Grammar,1,1,,0
2113,3000,sail,/seɪl/,"đi tàu, giương buồm, ra khơi",Verb,Noun|Verb,B2,Adult,0,4,sails sailed sailing,0
2114,3000,disaster,/dɪˈzæstər/,"thảm họa, tai họa, thiên tai",Noun,Noun,B2,Adult,0,2,disasters,0
2115,3000,pace,/peɪs/,"nhịp độ, tốc độ, bước đi",Noun,Noun|Verb,B2,Adult,0,4,paces paced pacing,0
2116,3000,heavily,/ˈhɛvəli/,"nặng nề, nhiều, dữ dội",Adverb,Adverb,B2,Adult,0,1,,0
2117,3000,devote,/dɪˈvoʊt/,"dành hết, cống hiến, hiến dâng",Verb,Verb,B2,Adult,0,4,devotes devoted devoting,0
2118,3000,terrorist,/ˈtɛrərɪst/,"kẻ khủng bố, phần tử khủng bố",Noun,Noun|Adjective,B2,Adult,0,2,terrorists,0
2119,3000,justify,/ˈdʒʌstəˌfaɪ/,"biện minh, bào chữa, chứng minh là đúng",Verb,Verb,B2,Adult,0,4,justifies justified justifying,0
2120,3000,vital,/ˈvaɪtəl/,"thiết yếu, sống còn, cực kỳ quan trọng",Adjective,Adjective,B2,Adult,0,2,vitals,0
2121,3000,fascinate,/ˈfæsəˌneɪt/,"mê hoặc, làm say mê, cuốn hút",Verb,Verb,B2,Adult,0,4,fascinates fascinated fascinating,0
2122,3000,external,/ɪkˈstɜːrnəl/,"bên ngoài, ngoại vi, thuộc phía ngoài",Adjective,Adjective,B2,Adult,0,2,externals,0
2123,3000,spare,/spɛr/,"dự phòng, dư ra, rảnh rỗi",Adjective,Adjective|Noun|Verb,B2,Adult,0,6,spares spared sparing sparer sparest,0
2124,3000,whenever,/wɛˈnɛvər/,"bất cứ khi nào, mỗi khi, hễ khi nào",Conjunction,Conjunction|Adverb,B2,Grammar,1,1,,0
2125,3000,depression,/dɪˈprɛʃən/,chứng trầm cảm; suy thoái kinh tế,Noun,Noun,B2,Adult,0,2,depressions,1
2126,3000,guilty,/ˈɡɪlti/,"có tội, phạm tội, thấy tội lỗi",Adjective,Adjective,B2,Adult,0,3,guiltier guiltiest,0
2127,3000,underlie,/ˌʌndərˈlaɪ/,"làm nền tảng cho, nằm bên dưới",Verb,Verb,B2,Adult,0,4,underlies underlying underlain,0
2128,3000,mom,/mɑːm/,"mẹ, má, người mẹ",Noun,Noun,B2,Adult,0,4,moms mommy mommies,0
2129,3000,distinction,/dɪˈstɪŋkʃən/,"sự phân biệt, điểm khác biệt",Noun,Noun,B2,Adult,0,2,distinctions,0
2130,3000,satisfaction,/ˌsætəˈsfækʃən/,"sự hài lòng, sự thỏa mãn, sự mãn nguyện",Noun,Noun,B2,Adult,0,2,satisfactions,0
2131,3000,incorporate,/ˌɪnˈkɔːrpərˌeɪt/,"kết hợp, sáp nhập, đưa vào",Verb,Adjective|Verb,B2,Adult,0,4,incorporates incorporated incorporating,0
2132,3000,pour,/pɔːr/,"rót, đổ, trút, chan",Verb,Verb|Noun,B2,Adult,0,4,pours poured pouring,0
2133,3000,sweep,/swiːp/,"quét, quét sạch, lướt qua",Verb,Noun|Verb,B2,Adult,0,5,sweeps swept sweeping sweepings,0
2134,3000,obligation,/ˌɑːbləˈɡeɪʃən/,"nghĩa vụ, trách nhiệm, bổn phận",Noun,Noun,B2,Adult,0,2,obligations,0
2135,3000,sir,/sɜːr/,"ngài, thưa ông, quý ông",Noun,Noun|Verb,B2,Adult,0,1,,0
2136,3000,evaluate,/ɪˈvæljuˌeɪt/,"đánh giá, định giá, thẩm định",Verb,Verb,B2,Adult,0,4,evaluates evaluated evaluating,0
2137,3000,anger,/ˈæŋɡər/,"sự tức giận, cơn giận, nỗi phẫn nộ",Noun,Noun|Verb,B2,Adult,0,3,angers angered,0
2138,3000,pub,/pʌb/,"quán rượu, quán bia",Noun,Noun,B2,Adult,0,2,pubs,0
2139,3000,perception,/pərˈsɛpʃən/,"nhận thức, sự cảm nhận, quan niệm",Noun,Noun,B2,Adult,0,2,perceptions,0
2140,3000,naturally,/ˈnætʃərəli/,"một cách tự nhiên, đương nhiên",Adverb,Adverb,B2,Adult,0,1,,0
2141,3000,currency,/ˈkɜːrənsi/,"tiền tệ, đơn vị tiền",Noun,Noun,B2,Adult,0,2,currencies,0
2142,3000,database,/ˈdeɪtəˌbeɪs/,"cơ sở dữ liệu, kho dữ liệu",Noun,Noun,B2,Adult,0,2,databases,0
2143,3000,initially,/ˌɪˈnɪʃəli/,"ban đầu, lúc đầu, thoạt tiên",Adverb,Adverb,B2,Adult,0,1,,0
2144,3000,territory,/ˈtɛrɪˌtɔːri/,"lãnh thổ, vùng đất, địa bàn",Noun,Noun,B2,Adult,0,2,territories,0
2145,3000,stream,/striːm/,"dòng suối, dòng chảy, luồng",Noun,Noun|Verb,B2,Adult,0,4,streams streamed streaming,0
2146,3000,rarely,/ˈrɛrli/,"hiếm khi, ít khi, họa hoằn",Adverb,Adverb,B2,Adult,0,1,,0
2147,3000,height,/haɪt/,"chiều cao, độ cao",Noun,Noun,B2,Adult,0,2,heights,0
2148,3000,apparent,/əˈpɛrənt/,"rõ ràng, hiển nhiên, bề ngoài",Adjective,Adjective,B2,Adult,0,1,,0
2149,3000,western,/ˈwɛstərn/,"thuộc phương Tây, ở phía tây",Adjective,Adjective|Noun,B2,Adult,0,2,westerns,0
2150,3000,expansion,/ɪkˈspænʃən/,"sự mở rộng, sự bành trướng, sự khuếch trương",Noun,Noun,B2,Adult,0,2,expansions,0
2151,3000,constantly,/ˈkɑːnstəntli/,"liên tục, không ngừng, thường xuyên",Adverb,Noun|Adverb,B2,Adult,0,1,,0
2152,3000,muscle,/ˈmʌsəl/,"cơ bắp, bắp thịt",Noun,Noun|Verb,B2,Adult,0,3,muscles muscled,0
2153,3000,scare,/skɛr/,"làm sợ hãi, dọa, hù dọa",Verb,Noun|Verb,B2,Adult,0,4,scares scared scaring,0
2154,3000,badly,/ˈbædli/,"tệ, kém, tồi tệ",Adverb,Adverb,B2,Adult,0,1,,0
2155,3000,everyday,/ˈɛvriˈdeɪ/,"hằng ngày, thường ngày",Adjective,Adjective,B2,Adult,0,1,,0
2156,3000,boundary,/ˈbaʊndəri/,"ranh giới, biên giới, giới hạn",Noun,Noun,B2,Adult,0,2,boundaries,0
2157,3000,ratio,/ˈreɪʃiˌoʊ/,"tỉ lệ, tỉ số, tương quan",Noun,Noun,B2,Adult,0,2,ratios,0
2158,3000,essay,/ɛˈseɪ/,"bài luận, bài tiểu luận",Noun,Noun|Verb,B2,Adult,0,4,essays essayed essaying,0
2159,3000,scream,/skriːm/,"hét lên, la hét, gào thét",Verb,Noun|Verb,B2,Adult,0,4,screams screamed screaming,0
2160,3000,withdraw,/wɪðˈdrɔː/,"rút lui, rút ra, rút tiền",Verb,Verb,B2,Adult,0,5,withdraws withdrew withdrawing withdrawn,0
2161,3000,pollution,/pəˈluːʃən/,"sự ô nhiễm, ô nhiễm môi trường",Noun,Noun,B2,Adult,0,2,pollutions,0
2162,3000,disorder,/dɪˈsɔːrdər/,"rối loạn, sự lộn xộn, chứng bệnh",Noun,Noun|Verb,B2,Adult,0,4,disorders disordered disordering,0
2163,3000,furniture,/ˈfɜːrnɪtʃər/,"đồ đạc, đồ nội thất",Noun,Noun,B2,Adult,0,1,,0
2164,3000,symbol,/ˈsɪmbəl/,"biểu tượng, ký hiệu, dấu hiệu",Noun,Noun|Verb,B2,Adult,0,2,symbols,0
2165,3000,apartment,/əˈpɑːrtmənt/,"căn hộ, chung cư",Noun,Noun,B2,Adult,0,2,apartments,0
2166,3000,demonstration,/ˌdɛmənˈstreɪʃən/,"sự trình diễn, sự minh họa; cuộc biểu tình",Noun,Noun,B2,Adult,0,2,demonstrations,1
2167,3000,analyst,/ˈænəlɪst/,"nhà phân tích, chuyên viên phân tích",Noun,Noun,B2,Adult,0,2,analysts,0
2168,3000,platform,/ˈplætˌfɔːrm/,"nền tảng; sân ga, bục",Noun,Noun|Verb,B2,Adult,0,2,platforms,1
2169,3000,steel,/stiːl/,"thép, sắt thép, hợp kim thép",Noun,Noun|Verb,B2,Adult,0,4,steels steeled steeling,0
2170,3000,cake,/keɪk/,"bánh ngọt, bánh",Noun,Noun|Verb,B2,Adult,0,4,cakes caked caking,0
2171,3000,transform,/trænˈsfɔːrm/,"biến đổi, chuyển hóa, cải biến",Verb,Verb,B2,Adult,0,4,transforms transformed transforming,0
2172,3000,wound,/waʊnd/,"vết thương, thương tích",Noun,Noun|Verb,B2,Adult,0,4,wounds wounded wounding,0
2173,3000,restriction,/riˈstrɪkʃən/,"sự hạn chế, quy định hạn chế",Noun,Noun,B2,Adult,0,2,restrictions,0
2174,3000,foundation,/faʊnˈdeɪʃən/,"nền móng, nền tảng; quỹ từ thiện",Noun,Noun,B2,Adult,0,2,foundations,1
2175,3000,designer,/dɪˈzaɪnər/,"nhà thiết kế, người thiết kế",Noun,Noun,B2,Adult,0,2,designers,0
2176,3000,strain,/streɪn/,"sự căng thẳng, áp lực, sức căng",Noun,Noun|Verb,B2,Adult,0,4,strains strained straining,0
2177,3000,innovation,/ˌɪnəˈveɪʃən/,"sự đổi mới, cải tiến, sáng kiến",Noun,Noun,B2,Adult,0,2,innovations,0
2178,3000,album,/ˈælbəm/,"tập ảnh, đĩa nhạc",Noun,Noun,B2,Adult,0,2,albums,0
2179,3000,singer,/ˈsɪŋər/,"ca sĩ, người hát",Noun,Noun,B2,Adult,0,2,singers,0
2180,3000,trail,/treɪl/,"đường mòn, dấu vết, lối đi",Noun,Noun|Verb,B2,Adult,0,4,trails trailed trailing,0
2181,3000,trap,/træp/,"cái bẫy, cạm bẫy",Noun,Noun|Verb,B2,Adult,0,5,traps trapped trapping trappings,0
2182,3000,loose,/luːs/,"lỏng, rời, không chặt",Adjective,Adjective|Noun|Verb,B2,Adult,0,6,looses loosed loosing looser loosest,0
2183,3000,extension,/ɪkˈstɛnʃən/,"sự mở rộng, phần mở rộng, sự gia hạn",Noun,Noun,B2,Adult,0,2,extensions,0
2184,3000,wealth,/wɛlθ/,"của cải, tài sản, sự giàu có",Noun,Noun,B2,Adult,0,1,,0
2185,3000,gradually,/ˈɡrædʒuəli/,"dần dần, từ từ, từng bước",Adverb,Adverb,B2,Adult,0,1,,0
2186,3000,tank,/tæŋk/,"bể chứa, thùng chứa; xe tăng",Noun,Noun,B2,Adult,0,4,tanks tanked tanking,1
2187,3000,evil,/ˈiːvəl/,"xấu xa, độc ác, tà ác",Adjective,Adjective|Noun,B2,Adult,0,4,evils eviler evilest,0
2188,3000,remarkable,/rɪˈmɑːrkəbəl/,"đáng chú ý, phi thường, đáng kinh ngạc",Adjective,Adjective,B2,Adult,0,1,,0
2189,3000,tune,/tuːn/,"giai điệu, điệu nhạc",Noun,Noun|Verb,B2,Adult,0,4,tunes tuned tuning,0
2190,3000,grass,/ɡræs/,"cỏ, bãi cỏ, thảm cỏ",Noun,Noun|Verb,B2,Adult,0,4,grasses grassed grassing,0
2191,3000,invitation,/ˌɪnvɪˈteɪʃən/,"lời mời, giấy mời",Noun,Noun,B2,Adult,0,2,invitations,0
2192,3000,transition,/trænˈzɪʃən/,"sự chuyển tiếp, giai đoạn chuyển đổi",Noun,Noun,B2,Adult,0,4,transitions transitioned transitioning,0
2193,3000,frighten,/ˈfraɪtən/,"làm sợ hãi, dọa nạt, khiến hoảng sợ",Verb,Verb,B2,Adult,0,4,frightens frightened frightening,0
2194,3000,bid,/bɪd/,"trả giá, đấu thầu, ra giá",Verb,Noun|Verb,B2,Adult,0,4,bids bade bidding,0
2195,3000,breed,/briːd/,"nhân giống, gây giống, sinh sản",Verb,Noun|Verb,B2,Adult,0,4,breeds bred breeding,0
2196,3000,extraordinary,/ˌɛkstrəˈɔːrdəˌnɛri/,"phi thường, khác thường, đặc biệt",Adjective,Adjective,B2,Adult,0,1,,0
2197,3000,brilliant,/ˈbrɪljənt/,"xuất sắc, tài giỏi, rực rỡ",Adjective,Adjective|Noun,B2,Adult,0,1,,0
2198,3000,adviser,/ædˈvaɪzər/,"cố vấn, người tư vấn",Noun,Noun,B2,Adult,0,2,advisers,0
2199,3000,stem,/stɛm/,"thân cây, cuống, cọng",Noun,Noun|Verb,B2,Adult,0,4,stems stemmed stemming,0
2200,3000,reverse,/rɪˈvɜːrs/,"đảo ngược, lật ngược, lùi lại",Verb,Adjective|Noun|Verb,B2,Adult,0,4,reverses reversed reversing,0
2201,3000,mode,/moʊd/,"chế độ, phương thức, cách thức",Noun,Noun,B2,Adult,0,2,modes,0
2202,3000,mirror,/ˈmɪrər/,"gương, tấm gương",Noun,Noun|Verb,B2,Adult,0,4,mirrors mirrored mirroring,0
2203,3000,awful,/ˈɑːfəl/,"kinh khủng, tồi tệ, khủng khiếp",Adjective,Adjective,B2,Adult,0,1,,0
2204,3000,pose,/poʊz/,"đặt ra, gây ra, tạo dáng",Verb,Noun|Verb,B2,Adult,0,4,poses posed posing,0
2205,3000,adjust,/əˈdʒʌst/,"điều chỉnh, chỉnh sửa, thích nghi",Verb,Verb,B2,Adult,0,4,adjusts adjusted adjusting,0
2206,3000,creative,/kriˈeɪtɪv/,"sáng tạo, có óc sáng tạo",Adjective,Adjective,B2,Adult,0,1,,0
2207,3000,nowadays,/ˈnaʊəˌdeɪz/,"ngày nay, hiện nay, thời nay",Adverb,Adverb|Noun,B2,Adult,0,1,,0
2208,3000,poem,/ˈpoʊəm/,"bài thơ, thơ ca",Noun,Noun,B2,Adult,0,2,poems,0
2209,3000,agricultural,/ˌæɡrəˈkʌltʃərəl/,"thuộc nông nghiệp, về canh tác",Adjective,Adjective,B2,Adult,0,1,,0
2210,3000,competitor,/kəmˈpɛtətər/,"đối thủ cạnh tranh, thí sinh dự thi",Noun,Noun,B2,Adult,0,2,competitors,0
2211,3000,alcohol,/ˈælkəˌhɑːl/,"rượu, cồn, đồ uống có cồn",Noun,Noun,B2,Adult,0,2,alcohols,0
2212,3000,festival,/ˈfɛstəvəl/,"lễ hội, liên hoan",Noun,Adjective|Noun,B2,Adult,0,2,festivals,0
2213,3000,vegetable,/ˈvɛdʒtəbəl/,"rau, rau củ, rau xanh",Noun,Adjective|Noun,B2,Adult,0,2,vegetables,0
2214,3000,van,/væn/,"xe tải nhỏ, xe thùng chở hàng",Noun,Noun|Verb,B2,Adult,0,2,vans,0
2215,3000,confident,/ˈkɑːnfədənt/,"tự tin, chắc chắn, tin tưởng",Adjective,Adjective|Noun,B2,Adult,0,2,confidents,0
2216,3000,planet,/ˈplænət/,"hành tinh, tinh cầu",Noun,Noun,B2,Adult,0,2,planets,0
2217,3000,curve,/kɜːrv/,"đường cong, khúc cua",Noun,Noun|Verb,B2,Adult,0,4,curves curved curving,0
2218,3000,knee,/niː/,"đầu gối, khớp gối",Noun,Noun|Verb,B2,Adult,0,4,knees kneed kneeing,0
2219,3000,overcome,/ˈoʊvərˌkʌm/,"vượt qua, khắc phục, chế ngự",Verb,Verb|Adjective,B2,Adult,0,4,overcomes overcame overcoming,0
2220,3000,web,/wɛb/,"mạng, trang mạng; mạng nhện",Noun,Noun,B2,Adult,0,5,webs webbed webbing webbings,1
2221,3000,depth,/dɛpθ/,"chiều sâu, độ sâu",Noun,Noun,B2,Adult,0,2,depths,0
2222,3000,entrance,/ˈɛntrəns/,"lối vào, cửa vào, sự đi vào",Noun,Noun|Verb,B2,Adult,0,4,entrances entranced entrancing,0
2223,3000,log,/lɔːɡ/,"khúc gỗ; nhật ký, sổ ghi chép",Noun,Noun|Verb,B2,Adult,0,4,logs logged logging,1
2224,3000,giant,/ˈdʒaɪənt/,"người khổng lồ, gã khổng lồ",Noun,Noun|Adjective,B2,Adult,0,2,giants,0
2225,3000,god,/ɡɑːd/,"thần, thượng đế, chúa",Noun,Noun|Verb,B2,Adult,0,2,gods,0
2226,3000,portion,/ˈpɔːrʃən/,"phần, khẩu phần, suất",Noun,Noun|Verb,B2,Adult,0,4,portions portioned portioning,0
2227,3000,substance,/ˈsʌbstəns/,"chất, vật chất; nội dung chính",Noun,Noun,B2,Adult,0,2,substances,1
2228,3000,extensive,/ɪkˈstɛnsɪv/,"rộng lớn, sâu rộng, bao quát",Adjective,Adjective,B2,Adult,0,1,,0
2229,3000,interpret,/ˌɪnˈtɜːrprət/,"diễn giải, hiểu theo, phiên dịch",Verb,Verb,B2,Adult,0,4,interprets interpreted interpreting,0
2230,3000,independence,/ˌɪndɪˈpɛndəns/,"nền độc lập, sự tự lập",Noun,Noun,B2,Adult,0,2,independences,0
2231,3000,sugar,/ˈʃʊɡər/,"đường, đường ăn, chất đường",Noun,Noun|Verb,B2,Adult,0,3,sugars sugared,0
2232,3000,inner,/ˈɪnər/,"bên trong, phía trong, nội tâm",Adjective,Adjective|Noun,B2,Adult,0,2,inners,0
2233,3000,harm,/hɑːrm/,"làm hại, gây hại, gây tổn thương",Verb,Noun|Verb,B2,Adult,0,4,harms harmed harming,0
2234,3000,consult,/kənˈsʌlt/,"tham khảo, hỏi ý kiến, tư vấn",Verb,Verb,B2,Adult,0,4,consults consulted consulting,0
2235,3000,pink,/pɪŋk/,"màu hồng, hồng, phớt hồng",Adjective,Adjective|Noun|Verb,B2,Adult,0,6,pinks pinked pinking pinker pinkest,0
2236,3000,shadow,/ˈʃæˌdoʊ/,"bóng, bóng râm, cái bóng",Noun,Noun|Verb,B2,Adult,0,2,shadows,0
2237,3000,strip,/strɪp/,"lột bỏ, tước đi, cởi bỏ",Verb,Noun|Verb,B2,Adult,0,4,strips stripped stripping,0
2238,3000,smooth,/smuːð/,"mượt, nhẵn, trơn tru",Adjective,Adjective|Noun|Verb,B2,Adult,0,5,smoothed smoothing smoother smoothest,0
2239,3000,intervention,/ˌɪntərˈvɛnʃən/,"sự can thiệp, sự can dự",Noun,Noun,B2,Adult,0,2,interventions,0
2240,3000,impress,/ˌɪmˈprɛs/,"gây ấn tượng, làm cảm phục",Verb,Noun|Verb,B2,Adult,0,4,impresses impressed impressing,0
2241,3000,exam,/ɪɡˈzæm/,"kỳ thi, bài kiểm tra",Noun,Noun,B2,Adult,0,2,exams,0
2242,3000,vice,/vaɪs/,"thói xấu, tệ nạn; cấp phó",Noun,Noun|Verb|Preposition,B2,Adult,0,2,vices,1
2243,3000,radical,/ˈrædəkəl/,"triệt để, cấp tiến, căn bản",Adjective,Adjective|Noun,B2,Adult,0,2,radicals,0
2244,3000,similarly,/ˈsɪmələrli/,"tương tự, giống như vậy",Adverb,Adverb,B2,Adult,0,1,,0
2245,3000,behave,/bɪˈheɪv/,"cư xử, hành xử, ứng xử",Verb,Verb,B2,Adult,0,4,behaves behaved behaving,0
2246,3000,loud,/laʊd/,"to, ồn ào, oang oang",Adjective,Adjective|Adverb,B2,Adult,0,3,louder loudest,0
2247,3000,dimension,/dɪˈmɛnʃən/,"kích thước, chiều, khía cạnh",Noun,Noun|Verb,B2,Adult,0,4,dimensions dimensioned dimensioning,0
2248,3000,subsequent,/ˈsʌbsəkwənt/,"tiếp theo, sau đó, kế tiếp",Adjective,Adjective,B2,Adult,0,1,,0
2249,3000,infection,/ˌɪnˈfɛkʃən/,"sự nhiễm trùng, bệnh nhiễm khuẩn",Noun,Noun,B2,Adult,0,2,infections,0
